date,week,year,carrier,route,buses,passengers,date_parsed,month,quarter,week_of_year,day_of_year,month_name
24/1 - 28/1,Week 4,2022,Martz,commuter,17.0,640.0,2022-01-24,1.0,1.0,4,24.0,January
24/1 - 28/1,Week 4,2022,Greyhound,intercity,45.0,919.0,2022-01-24,1.0,1.0,4,24.0,January
24/1 - 28/1,Week 4,2022,DeCamp,commuter,37.0,305.0,2022-01-24,1.0,1.0,4,24.0,January
24/1 - 28/1,Week 4,2022,Lakeland,commuter,25.0,583.0,2022-01-24,1.0,1.0,4,24.0,January
31/1 - 4/2,Week 5,2022,Martz,commuter,17.0,643.0,2022-01-31,1.0,1.0,5,31.0,January
31/1 - 4/2,Week 5,2022,DeCamp,commuter,37.0,343.0,2022-01-31,1.0,1.0,5,31.0,January
31/1 - 4/2,Week 5,2022,Peter Pan/Bonanza,intercity,18.0,395.0,2022-01-31,1.0,1.0,5,31.0,January
31/1 - 4/2,Week 5,2022,TransBridge,commuter,18.0,452.0,2022-01-31,1.0,1.0,5,31.0,January
31/1 - 4/2,Week 5,2022,Coach USA,commuter,130.0,3188.0,2022-01-31,1.0,1.0,5,31.0,January
31/1 - 4/2,Week 5,2022,Trailways,intercity,18.0,338.0,2022-01-31,1.0,1.0,5,31.0,January
31/1 - 4/2,Week 5,2022,Lakeland,commuter,25.0,616.0,2022-01-31,1.0,1.0,5,31.0,January
31/1 - 4/2,Week 5,2022,NJ Transit,commuter,2153.0,45373.0,2022-01-31,1.0,1.0,5,31.0,January
31/1 - 4/2,Week 5,2022,HCEE - Community,commuter,52.0,827.0,2022-01-31,1.0,1.0,5,31.0,January
31/1 - 4/2,Week 5,2022,Greyhound,intercity,40.0,852.0,2022-01-31,1.0,1.0,5,31.0,January
31/1 - 4/2,Week 5,2022,Academy,commuter,35.0,849.0,2022-01-31,1.0,1.0,5,31.0,January
14/2 - 18/2,Week 7,2022,HCEE - Community,commuter,56.0,774.0,2022-02-14,2.0,1.0,7,45.0,February
14/2 - 18/2,Week 7,2022,DeCamp,commuter,37.0,422.0,2022-02-14,2.0,1.0,7,45.0,February
14/2 - 18/2,Week 7,2022,TransBridge,commuter,18.0,517.0,2022-02-14,2.0,1.0,7,45.0,February
14/2 - 18/2,Week 7,2022,Coach USA,commuter,130.0,3625.0,2022-02-14,2.0,1.0,7,45.0,February
14/2 - 18/2,Week 7,2022,Trailways,intercity,19.0,384.0,2022-02-14,2.0,1.0,7,45.0,February
14/2 - 18/2,Week 7,2022,Peter Pan/Bonanza,intercity,20.0,523.0,2022-02-14,2.0,1.0,7,45.0,February
14/2 - 18/2,Week 7,2022,NJ Transit,commuter,2144.0,47466.0,2022-02-14,2.0,1.0,7,45.0,February
14/2 - 18/2,Week 7,2022,Martz,commuter,17.0,670.0,2022-02-14,2.0,1.0,7,45.0,February
14/2 - 18/2,Week 7,2022,Greyhound,intercity,44.0,1057.0,2022-02-14,2.0,1.0,7,45.0,February
14/2 - 18/2,Week 7,2022,Academy,commuter,34.0,954.0,2022-02-14,2.0,1.0,7,45.0,February
14/2 - 18/2,Week 7,2022,Lakeland,commuter,25.0,740.0,2022-02-14,2.0,1.0,7,45.0,February
21/2 - 25/2,Week 8,2022,HCEE - Community,commuter,57.0,788.0,2022-02-21,2.0,1.0,8,52.0,February
21/2 - 25/2,Week 8,2022,DeCamp,commuter,37.0,431.0,2022-02-21,2.0,1.0,8,52.0,February
21/2 - 25/2,Week 8,2022,Peter Pan/Bonanza,intercity,20.0,647.0,2022-02-21,2.0,1.0,8,52.0,February
21/2 - 25/2,Week 8,2022,TransBridge,commuter,18.0,541.0,2022-02-21,2.0,1.0,8,52.0,February
21/2 - 25/2,Week 8,2022,Coach USA,commuter,130.0,3555.0,2022-02-21,2.0,1.0,8,52.0,February
21/2 - 25/2,Week 8,2022,Trailways,intercity,20.0,473.0,2022-02-21,2.0,1.0,8,52.0,February
21/2 - 25/2,Week 8,2022,NJ Transit,commuter,2147.0,48692.0,2022-02-21,2.0,1.0,8,52.0,February
21/2 - 25/2,Week 8,2022,Martz,commuter,17.0,719.0,2022-02-21,2.0,1.0,8,52.0,February
21/2 - 25/2,Week 8,2022,Greyhound,intercity,43.0,1280.0,2022-02-21,2.0,1.0,8,52.0,February
21/2 - 25/2,Week 8,2022,Academy,commuter,34.0,998.0,2022-02-21,2.0,1.0,8,52.0,February
21/2 - 25/2,Week 8,2022,Lakeland,commuter,25.0,757.0,2022-02-21,2.0,1.0,8,52.0,February
28/2 - 4/3,Week 9,2022,TransBridge,commuter,18.0,547.0,2022-02-28,2.0,1.0,9,59.0,February
28/2 - 4/3,Week 9,2022,HCEE - Community,commuter,83.0,1429.0,2022-02-28,2.0,1.0,9,59.0,February
28/2 - 4/3,Week 9,2022,DeCamp,commuter,37.0,460.0,2022-02-28,2.0,1.0,9,59.0,February
28/2 - 4/3,Week 9,2022,Peter Pan/Bonanza,intercity,21.0,569.0,2022-02-28,2.0,1.0,9,59.0,February
28/2 - 4/3,Week 9,2022,Coach USA,commuter,129.0,3756.0,2022-02-28,2.0,1.0,9,59.0,February
28/2 - 4/3,Week 9,2022,Martz,commuter,16.0,673.0,2022-02-28,2.0,1.0,9,59.0,February
28/2 - 4/3,Week 9,2022,Lakeland,commuter,25.0,760.0,2022-02-28,2.0,1.0,9,59.0,February
28/2 - 4/3,Week 9,2022,NJ Transit,commuter,2160.0,51417.0,2022-02-28,2.0,1.0,9,59.0,February
28/2 - 4/3,Week 9,2022,Trailways,intercity,19.0,418.0,2022-02-28,2.0,1.0,9,59.0,February
28/2 - 4/3,Week 9,2022,Greyhound,intercity,40.0,1006.0,2022-02-28,2.0,1.0,9,59.0,February
28/2 - 4/3,Week 9,2022,Academy,commuter,35.0,988.0,2022-02-28,2.0,1.0,9,59.0,February
7/3 - 11/3,Week 10,2022,DeCamp,commuter,37.0,487.0,2022-03-07,3.0,1.0,10,66.0,March
7/3 - 11/3,Week 10,2022,Peter Pan/Bonanza,intercity,22.0,622.0,2022-03-07,3.0,1.0,10,66.0,March
7/3 - 11/3,Week 10,2022,TransBridge,commuter,18.0,567.0,2022-03-07,3.0,1.0,10,66.0,March
7/3 - 11/3,Week 10,2022,Coach USA,commuter,130.0,4111.0,2022-03-07,3.0,1.0,10,66.0,March
7/3 - 11/3,Week 10,2022,Trailways,intercity,19.0,460.0,2022-03-07,3.0,1.0,10,66.0,March
7/3 - 11/3,Week 10,2022,HCEE - Community,commuter,85.0,1587.0,2022-03-07,3.0,1.0,10,66.0,March
7/3 - 11/3,Week 10,2022,NJ Transit,commuter,2158.0,48835.0,2022-03-07,3.0,1.0,10,66.0,March
7/3 - 11/3,Week 10,2022,Martz,commuter,17.0,736.0,2022-03-07,3.0,1.0,10,66.0,March
7/3 - 11/3,Week 10,2022,Greyhound,intercity,44.0,1201.0,2022-03-07,3.0,1.0,10,66.0,March
7/3 - 11/3,Week 10,2022,Academy,commuter,35.0,1054.0,2022-03-07,3.0,1.0,10,66.0,March
7/3 - 11/3,Week 10,2022,Lakeland,commuter,27.0,995.0,2022-03-07,3.0,1.0,10,66.0,March
14/3 - 18/3,Week 11,2022,HCEE - Community,commuter,86.0,1602.0,2022-03-14,3.0,1.0,11,73.0,March
14/3 - 18/3,Week 11,2022,DeCamp,commuter,37.0,509.0,2022-03-14,3.0,1.0,11,73.0,March
14/3 - 18/3,Week 11,2022,Peter Pan/Bonanza,intercity,24.0,902.0,2022-03-14,3.0,1.0,11,73.0,March
14/3 - 18/3,Week 11,2022,TransBridge,commuter,18.0,596.0,2022-03-14,3.0,1.0,11,73.0,March
14/3 - 18/3,Week 11,2022,Coach USA,commuter,129.0,4270.0,2022-03-14,3.0,1.0,11,73.0,March
14/3 - 18/3,Week 11,2022,Trailways,intercity,19.0,508.0,2022-03-14,3.0,1.0,11,73.0,March
14/3 - 18/3,Week 11,2022,NJ Transit,commuter,2156.0,53623.0,2022-03-14,3.0,1.0,11,73.0,March
14/3 - 18/3,Week 11,2022,Martz,commuter,17.0,776.0,2022-03-14,3.0,1.0,11,73.0,March
14/3 - 18/3,Week 11,2022,Greyhound,intercity,45.0,1409.0,2022-03-14,3.0,1.0,11,73.0,March
14/3 - 18/3,Week 11,2022,Academy,commuter,35.0,1077.0,2022-03-14,3.0,1.0,11,73.0,March
14/3 - 18/3,Week 11,2022,Lakeland,commuter,30.0,1114.0,2022-03-14,3.0,1.0,11,73.0,March
21/3 - 25/3,Week 12,2022,Coach USA,commuter,131.0,4257.0,2022-03-21,3.0,1.0,12,80.0,March
21/3 - 25/3,Week 12,2022,HCEE - Community,commuter,86.0,1368.0,2022-03-21,3.0,1.0,12,80.0,March
21/3 - 25/3,Week 12,2022,DeCamp,commuter,37.0,498.0,2022-03-21,3.0,1.0,12,80.0,March
21/3 - 25/3,Week 12,2022,TransBridge,commuter,18.0,599.0,2022-03-21,3.0,1.0,12,80.0,March
21/3 - 25/3,Week 12,2022,Trailways,intercity,20.0,553.0,2022-03-21,3.0,1.0,12,80.0,March
21/3 - 25/3,Week 12,2022,Peter Pan/Bonanza,intercity,24.0,809.0,2022-03-21,3.0,1.0,12,80.0,March
21/3 - 25/3,Week 12,2022,NJ Transit,commuter,2157.0,53698.0,2022-03-21,3.0,1.0,12,80.0,March
21/3 - 25/3,Week 12,2022,Martz,commuter,18.0,760.0,2022-03-21,3.0,1.0,12,80.0,March
21/3 - 25/3,Week 12,2022,Lakeland,commuter,29.0,945.0,2022-03-21,3.0,1.0,12,80.0,March
21/3 - 25/3,Week 12,2022,Greyhound,intercity,45.0,1362.0,2022-03-21,3.0,1.0,12,80.0,March
21/3 - 25/3,Week 12,2022,Academy,commuter,35.0,1110.0,2022-03-21,3.0,1.0,12,80.0,March
28/3 - 1/4,Week 13,2022,DeCamp,commuter,37.0,514.0,2022-03-28,3.0,1.0,13,87.0,March
28/3 - 1/4,Week 13,2022,Peter Pan/Bonanza,intercity,23.0,722.0,2022-03-28,3.0,1.0,13,87.0,March
28/3 - 1/4,Week 13,2022,TransBridge,commuter,18.0,598.0,2022-03-28,3.0,1.0,13,87.0,March
28/3 - 1/4,Week 13,2022,Coach USA,commuter,130.0,4338.0,2022-03-28,3.0,1.0,13,87.0,March
28/3 - 1/4,Week 13,2022,Trailways,intercity,20.0,483.0,2022-03-28,3.0,1.0,13,87.0,March
28/3 - 1/4,Week 13,2022,HCEE - Community,commuter,85.0,1419.0,2022-03-28,3.0,1.0,13,87.0,March
28/3 - 1/4,Week 13,2022,NJ Transit,commuter,2141.0,53814.0,2022-03-28,3.0,1.0,13,87.0,March
28/3 - 1/4,Week 13,2022,Martz,commuter,18.0,751.0,2022-03-28,3.0,1.0,13,87.0,March
28/3 - 1/4,Week 13,2022,Greyhound,intercity,46.0,1271.0,2022-03-28,3.0,1.0,13,87.0,March
28/3 - 1/4,Week 13,2022,Academy,commuter,35.0,1138.0,2022-03-28,3.0,1.0,13,87.0,March
28/3 - 1/4,Week 13,2022,Lakeland,commuter,28.0,943.0,2022-03-28,3.0,1.0,13,87.0,March
4/4 - 8/4,Week 14,2022,HCEE - Community,commuter,86.0,1366.0,2022-04-04,4.0,2.0,14,94.0,April
4/4 - 8/4,Week 14,2022,DeCamp,commuter,39.0,524.0,2022-04-04,4.0,2.0,14,94.0,April
4/4 - 8/4,Week 14,2022,Peter Pan/Bonanza,intercity,23.0,649.0,2022-04-04,4.0,2.0,14,94.0,April
4/4 - 8/4,Week 14,2022,TransBridge,commuter,19.0,612.0,2022-04-04,4.0,2.0,14,94.0,April
4/4 - 8/4,Week 14,2022,Coach USA,commuter,133.0,4463.0,2022-04-04,4.0,2.0,14,94.0,April
4/4 - 8/4,Week 14,2022,Trailways,intercity,19.0,474.0,2022-04-04,4.0,2.0,14,94.0,April
4/4 - 8/4,Week 14,2022,NJ Transit,commuter,2142.0,53966.0,2022-04-04,4.0,2.0,14,94.0,April
4/4 - 8/4,Week 14,2022,Martz,commuter,18.0,767.0,2022-04-04,4.0,2.0,14,94.0,April
4/4 - 8/4,Week 14,2022,Greyhound,intercity,46.0,1297.0,2022-04-04,4.0,2.0,14,94.0,April
4/4 - 8/4,Week 14,2022,Academy,commuter,35.0,1152.0,2022-04-04,4.0,2.0,14,94.0,April
4/4 - 8/4,Week 14,2022,Lakeland,commuter,28.0,1009.0,2022-04-04,4.0,2.0,14,94.0,April
11/4 - 15/4,Week 15,2022,Coach USA,commuter,133.0,4214.0,2022-04-11,4.0,2.0,15,101.0,April
11/4 - 15/4,Week 15,2022,DeCamp,commuter,40.0,523.0,2022-04-11,4.0,2.0,15,101.0,April
11/4 - 15/4,Week 15,2022,Peter Pan/Bonanza,intercity,26.0,914.0,2022-04-11,4.0,2.0,15,101.0,April
11/4 - 15/4,Week 15,2022,TransBridge,commuter,19.0,632.0,2022-04-11,4.0,2.0,15,101.0,April
11/4 - 15/4,Week 15,2022,Trailways,intercity,19.0,520.0,2022-04-11,4.0,2.0,15,101.0,April
11/4 - 15/4,Week 15,2022,HCEE - Community,commuter,87.0,1468.0,2022-04-11,4.0,2.0,15,101.0,April
11/4 - 15/4,Week 15,2022,NJ Transit,commuter,2156.0,55168.0,2022-04-11,4.0,2.0,15,101.0,April
11/4 - 15/4,Week 15,2022,Academy,commuter,35.0,1104.0,2022-04-11,4.0,2.0,15,101.0,April
11/4 - 15/4,Week 15,2022,Lakeland,commuter,30.0,953.0,2022-04-11,4.0,2.0,15,101.0,April
11/4 - 15/4,Week 15,2022,Martz,commuter,18.0,775.0,2022-04-11,4.0,2.0,15,101.0,April
11/4 - 15/4,Week 15,2022,Greyhound,intercity,47.0,1483.0,2022-04-11,4.0,2.0,15,101.0,April
18/4 - 22/4,Week 16,2022,HCEE - Community,commuter,84.0,1402.0,2022-04-18,4.0,2.0,16,108.0,April
18/4 - 22/4,Week 16,2022,DeCamp,commuter,40.0,496.0,2022-04-18,4.0,2.0,16,108.0,April
18/4 - 22/4,Week 16,2022,Peter Pan/Bonanza,intercity,29.0,1191.0,2022-04-18,4.0,2.0,16,108.0,April
18/4 - 22/4,Week 16,2022,TransBridge,commuter,19.0,624.0,2022-04-18,4.0,2.0,16,108.0,April
18/4 - 22/4,Week 16,2022,Coach USA,commuter,129.0,3953.0,2022-04-18,4.0,2.0,16,108.0,April
18/4 - 22/4,Week 16,2022,NJ Transit,commuter,2165.0,55503.0,2022-04-18,4.0,2.0,16,108.0,April
18/4 - 22/4,Week 16,2022,Martz,commuter,18.0,733.0,2022-04-18,4.0,2.0,16,108.0,April
18/4 - 22/4,Week 16,2022,Greyhound,intercity,48.0,1641.0,2022-04-18,4.0,2.0,16,108.0,April
18/4 - 22/4,Week 16,2022,Academy,commuter,33.0,966.0,2022-04-18,4.0,2.0,16,108.0,April
18/4 - 22/4,Week 16,2022,Lakeland,commuter,30.0,868.0,2022-04-18,4.0,2.0,16,108.0,April
18/4 - 22/4,Week 16,2022,Trailways,intercity,22.0,696.0,2022-04-18,4.0,2.0,16,108.0,April
25/4 - 29/4,Week 17,2022,Coach USA,commuter,133.0,4443.0,2022-04-25,4.0,2.0,17,115.0,April
25/4 - 29/4,Week 17,2022,HCEE - Community,commuter,84.0,1402.0,2022-04-25,4.0,2.0,17,115.0,April
25/4 - 29/4,Week 17,2022,DeCamp,commuter,40.0,563.0,2022-04-25,4.0,2.0,17,115.0,April
25/4 - 29/4,Week 17,2022,Peter Pan/Bonanza,intercity,25.0,661.0,2022-04-25,4.0,2.0,17,115.0,April
25/4 - 29/4,Week 17,2022,TransBridge,commuter,19.0,605.0,2022-04-25,4.0,2.0,17,115.0,April
25/4 - 29/4,Week 17,2022,Trailways,intercity,20.0,496.0,2022-04-25,4.0,2.0,17,115.0,April
25/4 - 29/4,Week 17,2022,NJ Transit,commuter,2148.0,55714.0,2022-04-25,4.0,2.0,17,115.0,April
25/4 - 29/4,Week 17,2022,Martz,commuter,18.0,753.0,2022-04-25,4.0,2.0,17,115.0,April
25/4 - 29/4,Week 17,2022,Greyhound,intercity,47.0,1307.0,2022-04-25,4.0,2.0,17,115.0,April
25/4 - 29/4,Week 17,2022,Academy,commuter,34.0,1127.0,2022-04-25,4.0,2.0,17,115.0,April
25/4 - 29/4,Week 17,2022,Lakeland,commuter,30.0,1026.0,2022-04-25,4.0,2.0,17,115.0,April
2/5 - 6/5,Week 18,2022,HCEE - Community,commuter,79.0,1077.0,2022-05-02,5.0,2.0,18,122.0,May
2/5 - 6/5,Week 18,2022,DeCamp,commuter,40.0,550.0,2022-05-02,5.0,2.0,18,122.0,May
2/5 - 6/5,Week 18,2022,Peter Pan/Bonanza,intercity,24.0,688.0,2022-05-02,5.0,2.0,18,122.0,May
2/5 - 6/5,Week 18,2022,TransBridge,commuter,19.0,619.0,2022-05-02,5.0,2.0,18,122.0,May
2/5 - 6/5,Week 18,2022,Coach USA,commuter,135.0,4175.0,2022-05-02,5.0,2.0,18,122.0,May
2/5 - 6/5,Week 18,2022,Trailways,intercity,20.0,533.0,2022-05-02,5.0,2.0,18,122.0,May
2/5 - 6/5,Week 18,2022,NJ Transit,commuter,2146.0,55820.0,2022-05-02,5.0,2.0,18,122.0,May
2/5 - 6/5,Week 18,2022,Martz,commuter,17.0,740.0,2022-05-02,5.0,2.0,18,122.0,May
2/5 - 6/5,Week 18,2022,Greyhound,intercity,46.0,1336.0,2022-05-02,5.0,2.0,18,122.0,May
2/5 - 6/5,Week 18,2022,Academy,commuter,35.0,1152.0,2022-05-02,5.0,2.0,18,122.0,May
2/5 - 6/5,Week 18,2022,Lakeland,commuter,30.0,997.0,2022-05-02,5.0,2.0,18,122.0,May
9/5 - 13/5,Week 19,2022,Coach USA,commuter,132.0,4504.0,2022-05-09,5.0,2.0,19,129.0,May
9/5 - 13/5,Week 19,2022,HCEE - Community,commuter,87.0,1399.0,2022-05-09,5.0,2.0,19,129.0,May
9/5 - 13/5,Week 19,2022,DeCamp,commuter,40.0,560.0,2022-05-09,5.0,2.0,19,129.0,May
9/5 - 13/5,Week 19,2022,TransBridge,commuter,19.0,622.0,2022-05-09,5.0,2.0,19,129.0,May
9/5 - 13/5,Week 19,2022,Trailways,intercity,21.0,552.0,2022-05-09,5.0,2.0,19,129.0,May
9/5 - 13/5,Week 19,2022,Peter Pan/Bonanza,intercity,25.0,713.0,2022-05-09,5.0,2.0,19,129.0,May
9/5 - 13/5,Week 19,2022,NJ Transit,commuter,2148.0,56979.0,2022-05-09,5.0,2.0,19,129.0,May
9/5 - 13/5,Week 19,2022,Academy,commuter,35.0,1140.2,2022-05-09,5.0,2.0,19,129.0,May
9/5 - 13/5,Week 19,2022,Greyhound,intercity,46.0,1435.0,2022-05-09,5.0,2.0,19,129.0,May
9/5 - 13/5,Week 19,2022,Lakeland,commuter,30.0,1028.0,2022-05-09,5.0,2.0,19,129.0,May
9/5 - 13/5,Week 19,2022,Martz,commuter,18.0,764.0,2022-05-09,5.0,2.0,19,129.0,May
16/5 - 20/5,Week 20,2022,HCEE - Community,commuter,86.0,1541.0,2022-05-16,5.0,2.0,20,136.0,May
16/5 - 20/5,Week 20,2022,DeCamp,commuter,40.0,568.0,2022-05-16,5.0,2.0,20,136.0,May
16/5 - 20/5,Week 20,2022,Peter Pan/Bonanza,intercity,25.0,814.0,2022-05-16,5.0,2.0,20,136.0,May
16/5 - 20/5,Week 20,2022,Coach USA,commuter,131.0,4441.0,2022-05-16,5.0,2.0,20,136.0,May
16/5 - 20/5,Week 20,2022,Trailways,intercity,20.0,594.0,2022-05-16,5.0,2.0,20,136.0,May
16/5 - 20/5,Week 20,2022,TransBridge,commuter,19.0,633.0,2022-05-16,5.0,2.0,20,136.0,May
16/5 - 20/5,Week 20,2022,NJ Transit,commuter,2136.0,58236.0,2022-05-16,5.0,2.0,20,136.0,May
16/5 - 20/5,Week 20,2022,Martz,commuter,18.0,772.0,2022-05-16,5.0,2.0,20,136.0,May
16/5 - 20/5,Week 20,2022,Greyhound,intercity,46.0,1466.0,2022-05-16,5.0,2.0,20,136.0,May
16/5 - 20/5,Week 20,2022,Academy,commuter,35.0,1140.0,2022-05-16,5.0,2.0,20,136.0,May
16/5 - 20/5,Week 20,2022,Lakeland,commuter,30.0,1019.0,2022-05-16,5.0,2.0,20,136.0,May
23/5 - 27/5,Week 21,2022,TransBridge,commuter,19.0,634.0,2022-05-23,5.0,2.0,21,143.0,May
23/5 - 27/5,Week 21,2022,HCEE - Community,commuter,78.0,1421.0,2022-05-23,5.0,2.0,21,143.0,May
23/5 - 27/5,Week 21,2022,DeCamp,commuter,40.0,554.0,2022-05-23,5.0,2.0,21,143.0,May
23/5 - 27/5,Week 21,2022,Peter Pan/Bonanza,intercity,25.0,895.0,2022-05-23,5.0,2.0,21,143.0,May
23/5 - 27/5,Week 21,2022,Coach USA,commuter,132.0,4444.0,2022-05-23,5.0,2.0,21,143.0,May
23/5 - 27/5,Week 21,2022,Greyhound,intercity,47.0,1526.0,2022-05-23,5.0,2.0,21,143.0,May
23/5 - 27/5,Week 21,2022,Lakeland,commuter,29.0,1036.0,2022-05-23,5.0,2.0,21,143.0,May
23/5 - 27/5,Week 21,2022,NJ Transit,commuter,2156.0,56937.0,2022-05-23,5.0,2.0,21,143.0,May
23/5 - 27/5,Week 21,2022,Martz,commuter,18.0,776.0,2022-05-23,5.0,2.0,21,143.0,May
23/5 - 27/5,Week 21,2022,Academy,commuter,35.0,1112.0,2022-05-23,5.0,2.0,21,143.0,May
23/5 - 27/5,Week 21,2022,Trailways,intercity,22.0,667.0,2022-05-23,5.0,2.0,21,143.0,May
30/5 - 3/6,Week 22,2022,Coach USA,commuter,134.0,4397.0,2022-05-30,5.0,2.0,22,150.0,May
30/5 - 3/6,Week 22,2022,DeCamp,commuter,40.0,552.0,2022-05-30,5.0,2.0,22,150.0,May
30/5 - 3/6,Week 22,2022,Peter Pan/Bonanza,intercity,29.0,1076.0,2022-05-30,5.0,2.0,22,150.0,May
30/5 - 3/6,Week 22,2022,TransBridge,commuter,19.0,626.0,2022-05-30,5.0,2.0,22,150.0,May
30/5 - 3/6,Week 22,2022,Trailways,intercity,26.0,645.0,2022-05-30,5.0,2.0,22,150.0,May
30/5 - 3/6,Week 22,2022,HCEE - Community,commuter,87.0,1529.0,2022-05-30,5.0,2.0,22,150.0,May
30/5 - 3/6,Week 22,2022,NJ Transit,commuter,2155.0,58023.0,2022-05-30,5.0,2.0,22,150.0,May
30/5 - 3/6,Week 22,2022,Martz,commuter,20.0,798.0,2022-05-30,5.0,2.0,22,150.0,May
30/5 - 3/6,Week 22,2022,Greyhound,intercity,49.0,1521.0,2022-05-30,5.0,2.0,22,150.0,May
30/5 - 3/6,Week 22,2022,Academy,commuter,34.0,1094.0,2022-05-30,5.0,2.0,22,150.0,May
30/5 - 3/6,Week 22,2022,Lakeland,commuter,29.0,979.0,2022-05-30,5.0,2.0,22,150.0,May
6/6 - 10/6,Week 23,2022,HCEE - Community,commuter,86.0,1428.0,2022-06-06,6.0,2.0,23,157.0,June
6/6 - 10/6,Week 23,2022,DeCamp,commuter,39.0,582.0,2022-06-06,6.0,2.0,23,157.0,June
6/6 - 10/6,Week 23,2022,Peter Pan/Bonanza,intercity,25.0,803.0,2022-06-06,6.0,2.0,23,157.0,June
6/6 - 10/6,Week 23,2022,TransBridge,commuter,18.0,635.0,2022-06-06,6.0,2.0,23,157.0,June
6/6 - 10/6,Week 23,2022,Coach USA,commuter,132.0,4754.0,2022-06-06,6.0,2.0,23,157.0,June
6/6 - 10/6,Week 23,2022,Greyhound,intercity,50.0,1485.0,2022-06-06,6.0,2.0,23,157.0,June
6/6 - 10/6,Week 23,2022,Lakeland,commuter,29.0,1101.0,2022-06-06,6.0,2.0,23,157.0,June
6/6 - 10/6,Week 23,2022,NJ Transit,commuter,2150.0,59534.0,2022-06-06,6.0,2.0,23,157.0,June
6/6 - 10/6,Week 23,2022,Martz,commuter,19.0,761.0,2022-06-06,6.0,2.0,23,157.0,June
6/6 - 10/6,Week 23,2022,Trailways,intercity,27.0,434.0,2022-06-06,6.0,2.0,23,157.0,June
6/6 - 10/6,Week 23,2022,Academy,commuter,35.0,1189.0,2022-06-06,6.0,2.0,23,157.0,June
13/6 - 17/6,Week 24,2022,DeCamp,commuter,40.0,581.0,2022-06-13,6.0,2.0,24,164.0,June
13/6 - 17/6,Week 24,2022,Peter Pan/Bonanza,intercity,27.0,891.0,2022-06-13,6.0,2.0,24,164.0,June
13/6 - 17/6,Week 24,2022,TransBridge,commuter,19.0,651.0,2022-06-13,6.0,2.0,24,164.0,June
13/6 - 17/6,Week 24,2022,Coach USA,commuter,135.0,4854.0,2022-06-13,6.0,2.0,24,164.0,June
13/6 - 17/6,Week 24,2022,HCEE - Community,commuter,81.0,1436.0,2022-06-13,6.0,2.0,24,164.0,June
13/6 - 17/6,Week 24,2022,Trailways,intercity,27.0,477.0,2022-06-13,6.0,2.0,24,164.0,June
13/6 - 17/6,Week 24,2022,NJ Transit,commuter,2144.0,60188.0,2022-06-13,6.0,2.0,24,164.0,June
13/6 - 17/6,Week 24,2022,Martz,commuter,19.0,799.0,2022-06-13,6.0,2.0,24,164.0,June
13/6 - 17/6,Week 24,2022,Greyhound,intercity,49.0,1519.0,2022-06-13,6.0,2.0,24,164.0,June
13/6 - 17/6,Week 24,2022,Academy,commuter,35.0,1179.0,2022-06-13,6.0,2.0,24,164.0,June
13/6 - 17/6,Week 24,2022,Lakeland,commuter,29.0,1132.0,2022-06-13,6.0,2.0,24,164.0,June
20/6 - 24/6,Week 25,2022,HCEE - Community,commuter,84.0,1508.0,2022-06-20,6.0,2.0,25,171.0,June
20/6 - 24/6,Week 25,2022,DeCamp,commuter,40.0,574.0,2022-06-20,6.0,2.0,25,171.0,June
20/6 - 24/6,Week 25,2022,Peter Pan/Bonanza,intercity,30.0,990.0,2022-06-20,6.0,2.0,25,171.0,June
20/6 - 24/6,Week 25,2022,TransBridge,commuter,19.0,654.0,2022-06-20,6.0,2.0,25,171.0,June
20/6 - 24/6,Week 25,2022,Coach USA,commuter,133.0,4848.0,2022-06-20,6.0,2.0,25,171.0,June
20/6 - 24/6,Week 25,2022,Lakeland,commuter,29.0,1128.0,2022-06-20,6.0,2.0,25,171.0,June
20/6 - 24/6,Week 25,2022,NJ Transit,commuter,2150.0,59197.0,2022-06-20,6.0,2.0,25,171.0,June
20/6 - 24/6,Week 25,2022,Martz,commuter,19.0,804.0,2022-06-20,6.0,2.0,25,171.0,June
20/6 - 24/6,Week 25,2022,Greyhound,intercity,51.0,1576.0,2022-06-20,6.0,2.0,25,171.0,June
20/6 - 24/6,Week 25,2022,Academy,commuter,34.0,1187.0,2022-06-20,6.0,2.0,25,171.0,June
20/6 - 24/6,Week 25,2022,Trailways,intercity,27.0,543.0,2022-06-20,6.0,2.0,25,171.0,June
27/6 - 1/7,Week 26,2022,HCEE - Community,commuter,85.0,1536.0,2022-06-27,6.0,2.0,26,178.0,June
27/6 - 1/7,Week 26,2022,DeCamp,commuter,39.0,578.0,2022-06-27,6.0,2.0,26,178.0,June
27/6 - 1/7,Week 26,2022,Peter Pan/Bonanza,intercity,32.0,1184.0,2022-06-27,6.0,2.0,26,178.0,June
27/6 - 1/7,Week 26,2022,TransBridge,commuter,19.0,589.0,2022-06-27,6.0,2.0,26,178.0,June
27/6 - 1/7,Week 26,2022,Coach USA,commuter,138.0,4626.0,2022-06-27,6.0,2.0,26,178.0,June
27/6 - 1/7,Week 26,2022,Trailways,intercity,28.0,624.0,2022-06-27,6.0,2.0,26,178.0,June
27/6 - 1/7,Week 26,2022,NJ Transit,commuter,2154.0,59908.0,2022-06-27,6.0,2.0,26,178.0,June
27/6 - 1/7,Week 26,2022,Martz,commuter,19.0,821.0,2022-06-27,6.0,2.0,26,178.0,June
