date,week,year,carrier,route,buses,passengers,date_parsed,month,quarter,week_of_year,day_of_year,month_name
3/4 - 7/4,Week 14,2023,Coach USA,commuter,147.0,4535.0,2023-04-03,4.0,2.0,14,93.0,April
3/4 - 7/4,Week 14,2023,HCEE - Community,commuter,82.0,1529.0,2023-04-03,4.0,2.0,14,93.0,April
3/4 - 7/4,Week 14,2023,TransBridge,commuter,21.0,679.0,2023-04-03,4.0,2.0,14,93.0,April
3/4 - 7/4,Week 14,2023,Trailways,intercity,22.0,464.0,2023-04-03,4.0,2.0,14,93.0,April
3/4 - 7/4,Week 14,2023,Peter Pan/Bonanza,intercity,30.0,1120.0,2023-04-03,4.0,2.0,14,93.0,April
3/4 - 7/4,Week 14,2023,NJ Transit,commuter,2262.0,69625.0,2023-04-03,4.0,2.0,14,93.0,April
3/4 - 7/4,Week 14,2023,Academy,commuter,37.0,1166.0,2023-04-03,4.0,2.0,14,93.0,April
3/4 - 7/4,Week 14,2023,Lakeland,commuter,29.0,1217.0,2023-04-03,4.0,2.0,14,93.0,April
3/4 - 7/4,Week 14,2023,Martz,commuter,20.0,776.0,2023-04-03,4.0,2.0,14,93.0,April
3/4 - 7/4,Week 14,2023,Greyhound,intercity,50.0,1524.0,2023-04-03,4.0,2.0,14,93.0,April
10/4 - 14/4,Week 15,2023,Coach USA,commuter,147.0,4535.0,2023-04-10,4.0,2.0,15,100.0,April
10/4 - 14/4,Week 15,2023,HCEE - Community,commuter,78.0,1519.0,2023-04-10,4.0,2.0,15,100.0,April
10/4 - 14/4,Week 15,2023,Peter Pan/Bonanza,intercity,30.0,1120.0,2023-04-10,4.0,2.0,15,100.0,April
10/4 - 14/4,Week 15,2023,TransBridge,commuter,21.0,662.0,2023-04-10,4.0,2.0,15,100.0,April
10/4 - 14/4,Week 15,2023,Trailways,intercity,25.0,676.0,2023-04-10,4.0,2.0,15,100.0,April
10/4 - 14/4,Week 15,2023,Lakeland,commuter,29.0,1219.0,2023-04-10,4.0,2.0,15,100.0,April
10/4 - 14/4,Week 15,2023,NJ Transit,commuter,2314.0,70034.0,2023-04-10,4.0,2.0,15,100.0,April
10/4 - 14/4,Week 15,2023,Martz,commuter,20.0,759.0,2023-04-10,4.0,2.0,15,100.0,April
10/4 - 14/4,Week 15,2023,Greyhound,intercity,50.0,1541.0,2023-04-10,4.0,2.0,15,100.0,April
10/4 - 14/4,Week 15,2023,Academy,commuter,36.0,1061.0,2023-04-10,4.0,2.0,15,100.0,April
17/4 - 21/4,Week 16,2023,Peter Pan/Bonanza,intercity,30.0,1048.0,2023-04-17,4.0,2.0,16,107.0,April
17/4 - 21/4,Week 16,2023,TransBridge,commuter,21.0,656.0,2023-04-17,4.0,2.0,16,107.0,April
17/4 - 21/4,Week 16,2023,Coach USA,commuter,148.0,5022.0,2023-04-17,4.0,2.0,16,107.0,April
17/4 - 21/4,Week 16,2023,Trailways,intercity,21.0,438.0,2023-04-17,4.0,2.0,16,107.0,April
17/4 - 21/4,Week 16,2023,HCEE - Community,commuter,84.0,1122.0,2023-04-17,4.0,2.0,16,107.0,April
17/4 - 21/4,Week 16,2023,Lakeland,commuter,29.0,1317.0,2023-04-17,4.0,2.0,16,107.0,April
17/4 - 21/4,Week 16,2023,Martz,commuter,20.0,766.0,2023-04-17,4.0,2.0,16,107.0,April
17/4 - 21/4,Week 16,2023,Greyhound,intercity,50.0,1276.0,2023-04-17,4.0,2.0,16,107.0,April
17/4 - 21/4,Week 16,2023,Academy,commuter,37.0,1230.0,2023-04-17,4.0,2.0,16,107.0,April
17/4 - 21/4,Week 16,2023,NJ Transit,commuter,2337.0,71561.0,2023-04-17,4.0,2.0,16,107.0,April
24/4 - 28/4,Week 17,2023,HCEE - Community,commuter,84.0,1122.0,2023-04-24,4.0,2.0,17,114.0,April
24/4 - 28/4,Week 17,2023,Peter Pan/Bonanza,intercity,27.0,952.0,2023-04-24,4.0,2.0,17,114.0,April
24/4 - 28/4,Week 17,2023,TransBridge,commuter,21.0,665.0,2023-04-24,4.0,2.0,17,114.0,April
24/4 - 28/4,Week 17,2023,Coach USA,commuter,148.0,5022.0,2023-04-24,4.0,2.0,17,114.0,April
24/4 - 28/4,Week 17,2023,Trailways,intercity,21.0,428.0,2023-04-24,4.0,2.0,17,114.0,April
24/4 - 28/4,Week 17,2023,Lakeland,commuter,29.0,1371.0,2023-04-24,4.0,2.0,17,114.0,April
24/4 - 28/4,Week 17,2023,Martz,commuter,19.0,756.0,2023-04-24,4.0,2.0,17,114.0,April
24/4 - 28/4,Week 17,2023,Greyhound,intercity,49.0,1272.0,2023-04-24,4.0,2.0,17,114.0,April
24/4 - 28/4,Week 17,2023,Academy,commuter,37.0,1269.0,2023-04-24,4.0,2.0,17,114.0,April
24/4 - 28/4,Week 17,2023,NJ Transit,commuter,2349.0,73189.0,2023-04-24,4.0,2.0,17,114.0,April
1/5 - 5/5,Week 18,2023,Coach USA,commuter,148.0,5105.0,2023-05-01,5.0,2.0,18,121.0,May
1/5 - 5/5,Week 18,2023,HCEE - Community,commuter,84.0,1498.0,2023-05-01,5.0,2.0,18,121.0,May
1/5 - 5/5,Week 18,2023,TransBridge,commuter,21.0,666.0,2023-05-01,5.0,2.0,18,121.0,May
1/5 - 5/5,Week 18,2023,Trailways,intercity,22.0,435.0,2023-05-01,5.0,2.0,18,121.0,May
1/5 - 5/5,Week 18,2023,Peter Pan/Bonanza,intercity,26.0,851.0,2023-05-01,5.0,2.0,18,121.0,May
1/5 - 5/5,Week 18,2023,NJ Transit,commuter,2340.0,77153.0,2023-05-01,5.0,2.0,18,121.0,May
1/5 - 5/5,Week 18,2023,Academy,commuter,37.0,1298.0,2023-05-01,5.0,2.0,18,121.0,May
1/5 - 5/5,Week 18,2023,Lakeland,commuter,29.0,1378.0,2023-05-01,5.0,2.0,18,121.0,May
1/5 - 5/5,Week 18,2023,Martz,commuter,20.0,769.0,2023-05-01,5.0,2.0,18,121.0,May
1/5 - 5/5,Week 18,2023,Greyhound,intercity,48.0,1291.0,2023-05-01,5.0,2.0,18,121.0,May
8/5 - 12/5,Week 19,2023,Coach USA,commuter,147.0,5138.0,2023-05-08,5.0,2.0,19,128.0,May
8/5 - 12/5,Week 19,2023,Academy,commuter,37.0,1242.0,2023-05-08,5.0,2.0,19,128.0,May
8/5 - 12/5,Week 19,2023,Greyhound,intercity,50.0,1433.0,2023-05-08,5.0,2.0,19,128.0,May
8/5 - 12/5,Week 19,2023,Martz,commuter,20.0,771.0,2023-05-08,5.0,2.0,19,128.0,May
8/5 - 12/5,Week 19,2023,NJ Transit,commuter,2331.0,73697.0,2023-05-08,5.0,2.0,19,128.0,May
8/5 - 12/5,Week 19,2023,Lakeland,commuter,29.0,1378.0,2023-05-08,5.0,2.0,19,128.0,May
8/5 - 12/5,Week 19,2023,Trailways,intercity,22.0,495.0,2023-05-08,5.0,2.0,19,128.0,May
8/5 - 12/5,Week 19,2023,TransBridge,commuter,21.0,698.0,2023-05-08,5.0,2.0,19,128.0,May
8/5 - 12/5,Week 19,2023,Peter Pan/Bonanza,intercity,26.0,851.0,2023-05-08,5.0,2.0,19,128.0,May
8/5 - 12/5,Week 19,2023,HCEE - Community,commuter,84.0,1498.0,2023-05-08,5.0,2.0,19,128.0,May
15/5 - 19/5,Week 20,2023,TransBridge,commuter,21.0,719.0,2023-05-15,5.0,2.0,20,135.0,May
15/5 - 19/5,Week 20,2023,Coach USA,commuter,150.0,5209.0,2023-05-15,5.0,2.0,20,135.0,May
15/5 - 19/5,Week 20,2023,HCEE - Community,commuter,80.0,1379.0,2023-05-15,5.0,2.0,20,135.0,May
15/5 - 19/5,Week 20,2023,Peter Pan/Bonanza,intercity,26.0,851.0,2023-05-15,5.0,2.0,20,135.0,May
15/5 - 19/5,Week 20,2023,Trailways,intercity,22.0,528.0,2023-05-15,5.0,2.0,20,135.0,May
15/5 - 19/5,Week 20,2023,Lakeland,commuter,29.0,1416.0,2023-05-15,5.0,2.0,20,135.0,May
15/5 - 19/5,Week 20,2023,NJ Transit,commuter,2331.0,75856.0,2023-05-15,5.0,2.0,20,135.0,May
15/5 - 19/5,Week 20,2023,Martz,commuter,20.0,778.0,2023-05-15,5.0,2.0,20,135.0,May
15/5 - 19/5,Week 20,2023,Greyhound,intercity,51.0,1599.0,2023-05-15,5.0,2.0,20,135.0,May
15/5 - 19/5,Week 20,2023,Academy,commuter,37.0,1256.0,2023-05-15,5.0,2.0,20,135.0,May
22/5 - 26/5,Week 21,2023,HCEE - Community,commuter,80.0,1379.0,2023-05-22,5.0,2.0,21,142.0,May
22/5 - 26/5,Week 21,2023,Peter Pan/Bonanza,intercity,26.0,851.0,2023-05-22,5.0,2.0,21,142.0,May
22/5 - 26/5,Week 21,2023,TransBridge,commuter,21.0,713.0,2023-05-22,5.0,2.0,21,142.0,May
22/5 - 26/5,Week 21,2023,Coach USA,commuter,150.0,5209.0,2023-05-22,5.0,2.0,21,142.0,May
22/5 - 26/5,Week 21,2023,Trailways,intercity,23.0,646.0,2023-05-22,5.0,2.0,21,142.0,May
22/5 - 26/5,Week 21,2023,NJ Transit,commuter,2344.0,74807.0,2023-05-22,5.0,2.0,21,142.0,May
22/5 - 26/5,Week 21,2023,Martz,commuter,20.0,804.0,2023-05-22,5.0,2.0,21,142.0,May
22/5 - 26/5,Week 21,2023,Greyhound,intercity,53.0,1720.0,2023-05-22,5.0,2.0,21,142.0,May
22/5 - 26/5,Week 21,2023,Academy,commuter,37.0,1248.0,2023-05-22,5.0,2.0,21,142.0,May
22/5 - 26/5,Week 21,2023,Lakeland,commuter,29.0,1372.0,2023-05-22,5.0,2.0,21,142.0,May
29/5 - 2/6,Week 22,2023,Trailways,intercity,23.0,595.0,2023-05-29,5.0,2.0,22,149.0,May
29/5 - 2/6,Week 22,2023,Peter Pan/Bonanza,intercity,34.0,1227.0,2023-05-29,5.0,2.0,22,149.0,May
29/5 - 2/6,Week 22,2023,TransBridge,commuter,19.0,578.0,2023-05-29,5.0,2.0,22,149.0,May
29/5 - 2/6,Week 22,2023,Coach USA,commuter,129.0,4397.0,2023-05-29,5.0,2.0,22,149.0,May
29/5 - 2/6,Week 22,2023,HCEE - Community,commuter,80.0,1379.0,2023-05-29,5.0,2.0,22,149.0,May
29/5 - 2/6,Week 22,2023,Lakeland,commuter,25.0,1184.0,2023-05-29,5.0,2.0,22,149.0,May
29/5 - 2/6,Week 22,2023,Martz,commuter,18.0,694.0,2023-05-29,5.0,2.0,22,149.0,May
29/5 - 2/6,Week 22,2023,Academy,commuter,35.0,1176.0,2023-05-29,5.0,2.0,22,149.0,May
29/5 - 2/6,Week 22,2023,NJ Transit,commuter,2340.0,74291.0,2023-05-29,5.0,2.0,22,149.0,May
29/5 - 2/6,Week 22,2023,Greyhound,intercity,50.0,1658.0,2023-05-29,5.0,2.0,22,149.0,May
5/6 - 9/6,Week 23,2023,Academy,commuter,35.0,1176.0,2023-06-05,6.0,2.0,23,156.0,June
5/6 - 9/6,Week 23,2023,Greyhound,intercity,54.0,1499.0,2023-06-05,6.0,2.0,23,156.0,June
5/6 - 9/6,Week 23,2023,Martz,commuter,20.0,786.0,2023-06-05,6.0,2.0,23,156.0,June
5/6 - 9/6,Week 23,2023,NJ Transit,commuter,2336.0,73857.0,2023-06-05,6.0,2.0,23,156.0,June
5/6 - 9/6,Week 23,2023,Trailways,intercity,21.0,498.0,2023-06-05,6.0,2.0,23,156.0,June
5/6 - 9/6,Week 23,2023,Coach USA,commuter,153.0,4995.0,2023-06-05,6.0,2.0,23,156.0,June
5/6 - 9/6,Week 23,2023,TransBridge,commuter,23.0,680.0,2023-06-05,6.0,2.0,23,156.0,June
5/6 - 9/6,Week 23,2023,Peter Pan/Bonanza,intercity,24.0,698.0,2023-06-05,6.0,2.0,23,156.0,June
5/6 - 9/6,Week 23,2023,HCEE - Community,commuter,80.0,1379.0,2023-06-05,6.0,2.0,23,156.0,June
5/6 - 9/6,Week 23,2023,Lakeland,commuter,28.0,1338.0,2023-06-05,6.0,2.0,23,156.0,June
12/6 - 16/6,Week 24,2023,HCEE - Community,commuter,81.0,1540.0,2023-06-12,6.0,2.0,24,163.0,June
12/6 - 16/6,Week 24,2023,Coach USA,commuter,153.0,5233.0,2023-06-12,6.0,2.0,24,163.0,June
12/6 - 16/6,Week 24,2023,Peter Pan/Bonanza,intercity,24.0,698.0,2023-06-12,6.0,2.0,24,163.0,June
12/6 - 16/6,Week 24,2023,TransBridge,commuter,24.0,677.0,2023-06-12,6.0,2.0,24,163.0,June
12/6 - 16/6,Week 24,2023,Trailways,intercity,21.0,541.0,2023-06-12,6.0,2.0,24,163.0,June
12/6 - 16/6,Week 24,2023,NJ Transit,commuter,2342.0,75661.0,2023-06-12,6.0,2.0,24,163.0,June
12/6 - 16/6,Week 24,2023,Martz,commuter,20.0,797.0,2023-06-12,6.0,2.0,24,163.0,June
12/6 - 16/6,Week 24,2023,Greyhound,intercity,56.0,1636.0,2023-06-12,6.0,2.0,24,163.0,June
12/6 - 16/6,Week 24,2023,Academy,commuter,37.0,1235.0,2023-06-12,6.0,2.0,24,163.0,June
12/6 - 16/6,Week 24,2023,Lakeland,commuter,28.0,1411.0,2023-06-12,6.0,2.0,24,163.0,June
19/6 - 23/6,Week 25,2023,HCEE - Community,commuter,84.0,1301.0,2023-06-19,6.0,2.0,25,170.0,June
19/6 - 23/6,Week 25,2023,Peter Pan/Bonanza,intercity,24.0,698.0,2023-06-19,6.0,2.0,25,170.0,June
19/6 - 23/6,Week 25,2023,TransBridge,commuter,24.0,654.0,2023-06-19,6.0,2.0,25,170.0,June
19/6 - 23/6,Week 25,2023,Coach USA,commuter,150.0,4718.0,2023-06-19,6.0,2.0,25,170.0,June
19/6 - 23/6,Week 25,2023,Trailways,intercity,22.0,602.0,2023-06-19,6.0,2.0,25,170.0,June
19/6 - 23/6,Week 25,2023,Lakeland,commuter,29.0,1488.0,2023-06-19,6.0,2.0,25,170.0,June
19/6 - 23/6,Week 25,2023,Martz,commuter,19.0,744.0,2023-06-19,6.0,2.0,25,170.0,June
19/6 - 23/6,Week 25,2023,Greyhound,intercity,61.0,1933.0,2023-06-19,6.0,2.0,25,170.0,June
19/6 - 23/6,Week 25,2023,Academy,commuter,34.0,1094.0,2023-06-19,6.0,2.0,25,170.0,June
19/6 - 23/6,Week 25,2023,NJ Transit,commuter,2325.0,76199.0,2023-06-19,6.0,2.0,25,170.0,June
26/6 - 30/6,Week 26,2023,Coach USA,commuter,152.0,5096.0,2023-06-26,6.0,2.0,26,177.0,June
26/6 - 30/6,Week 26,2023,HCEE - Community,commuter,68.0,1505.0,2023-06-26,6.0,2.0,26,177.0,June
26/6 - 30/6,Week 26,2023,Peter Pan/Bonanza,intercity,24.0,698.0,2023-06-26,6.0,2.0,26,177.0,June
26/6 - 30/6,Week 26,2023,TransBridge,commuter,21.0,644.0,2023-06-26,6.0,2.0,26,177.0,June
26/6 - 30/6,Week 26,2023,Trailways,intercity,25.0,798.0,2023-06-26,6.0,2.0,26,177.0,June
26/6 - 30/6,Week 26,2023,NJ Transit,commuter,2355.0,74366.0,2023-06-26,6.0,2.0,26,177.0,June
26/6 - 30/6,Week 26,2023,Lakeland,commuter,43.0,1379.0,2023-06-26,6.0,2.0,26,177.0,June
26/6 - 30/6,Week 26,2023,Martz,commuter,20.0,815.0,2023-06-26,6.0,2.0,26,177.0,June
26/6 - 30/6,Week 26,2023,Greyhound,intercity,61.0,2401.0,2023-06-26,6.0,2.0,26,177.0,June
26/6 - 30/6,Week 26,2023,Academy,commuter,37.0,1234.0,2023-06-26,6.0,2.0,26,177.0,June
3/7 - 7/7,Week 27,2023,Peter Pan/Bonanza,intercity,24.0,698.0,2023-07-03,7.0,3.0,27,184.0,July
3/7 - 7/7,Week 27,2023,TransBridge,commuter,20.0,508.0,2023-07-03,7.0,3.0,27,184.0,July
3/7 - 7/7,Week 27,2023,Coach USA,commuter,120.0,3592.0,2023-07-03,7.0,3.0,27,184.0,July
3/7 - 7/7,Week 27,2023,Trailways,intercity,25.0,729.0,2023-07-03,7.0,3.0,27,184.0,July
3/7 - 7/7,Week 27,2023,HCEE - Community,commuter,75.0,1203.0,2023-07-03,7.0,3.0,27,184.0,July
3/7 - 7/7,Week 27,2023,NJ Transit,commuter,2361.0,68146.0,2023-07-03,7.0,3.0,27,184.0,July
3/7 - 7/7,Week 27,2023,Martz,commuter,16.0,624.0,2023-07-03,7.0,3.0,27,184.0,July
3/7 - 7/7,Week 27,2023,Greyhound,intercity,63.0,2093.0,2023-07-03,7.0,3.0,27,184.0,July
3/7 - 7/7,Week 27,2023,Academy,commuter,32.0,914.0,2023-07-03,7.0,3.0,27,184.0,July
3/7 - 7/7,Week 27,2023,Lakeland,commuter,33.0,951.0,2023-07-03,7.0,3.0,27,184.0,July
10/7 - 14/7,Week 28,2023,HCEE - Community,commuter,87.0,1399.0,2023-07-10,7.0,3.0,28,191.0,July
10/7 - 14/7,Week 28,2023,Peter Pan/Bonanza,intercity,23.0,679.0,2023-07-10,7.0,3.0,28,191.0,July
10/7 - 14/7,Week 28,2023,TransBridge,commuter,24.0,675.0,2023-07-10,7.0,3.0,28,191.0,July
10/7 - 14/7,Week 28,2023,Coach USA,commuter,151.0,5094.0,2023-07-10,7.0,3.0,28,191.0,July
10/7 - 14/7,Week 28,2023,Trailways,intercity,26.0,841.0,2023-07-10,7.0,3.0,28,191.0,July
10/7 - 14/7,Week 28,2023,Lakeland,commuter,42.0,1443.0,2023-07-10,7.0,3.0,28,191.0,July
10/7 - 14/7,Week 28,2023,Martz,commuter,19.0,763.0,2023-07-10,7.0,3.0,28,191.0,July
10/7 - 14/7,Week 28,2023,Greyhound,intercity,62.0,2180.0,2023-07-10,7.0,3.0,28,191.0,July
10/7 - 14/7,Week 28,2023,Academy,commuter,38.0,1269.0,2023-07-10,7.0,3.0,28,191.0,July
10/7 - 14/7,Week 28,2023,NJ Transit,commuter,2348.0,74523.0,2023-07-10,7.0,3.0,28,191.0,July
17/7 - 21/7,Week 29,2023,Trailways,intercity,24.0,714.0,2023-07-17,7.0,3.0,29,198.0,July
17/7 - 21/7,Week 29,2023,TransBridge,commuter,24.0,697.0,2023-07-17,7.0,3.0,29,198.0,July
17/7 - 21/7,Week 29,2023,Coach USA,commuter,152.0,5320.0,2023-07-17,7.0,3.0,29,198.0,July
17/7 - 21/7,Week 29,2023,Lakeland,commuter,42.0,1387.0,2023-07-17,7.0,3.0,29,198.0,July
17/7 - 21/7,Week 29,2023,HCEE - Community,commuter,87.0,1399.0,2023-07-17,7.0,3.0,29,198.0,July
17/7 - 21/7,Week 29,2023,Martz,commuter,18.0,778.0,2023-07-17,7.0,3.0,29,198.0,July
17/7 - 21/7,Week 29,2023,NJ Transit,commuter,2359.0,75292.0,2023-07-17,7.0,3.0,29,198.0,July
17/7 - 21/7,Week 29,2023,Peter Pan/Bonanza,intercity,23.0,725.0,2023-07-17,7.0,3.0,29,198.0,July
17/7 - 21/7,Week 29,2023,Academy,commuter,38.0,1269.0,2023-07-17,7.0,3.0,29,198.0,July
17/7 - 21/7,Week 29,2023,Greyhound,intercity,62.0,2150.0,2023-07-17,7.0,3.0,29,198.0,July
24/7 - 28/7,Week 30,2023,HCEE - Community,commuter,82.0,1434.0,2023-07-24,7.0,3.0,30,205.0,July
24/7 - 28/7,Week 30,2023,Peter Pan/Bonanza,intercity,23.0,814.0,2023-07-24,7.0,3.0,30,205.0,July
24/7 - 28/7,Week 30,2023,TransBridge,commuter,24.0,688.0,2023-07-24,7.0,3.0,30,205.0,July
24/7 - 28/7,Week 30,2023,Trailways,intercity,24.0,747.0,2023-07-24,7.0,3.0,30,205.0,July
24/7 - 28/7,Week 30,2023,Coach USA,commuter,152.0,5049.0,2023-07-24,7.0,3.0,30,205.0,July
24/7 - 28/7,Week 30,2023,NJ Transit,commuter,2257.0,74310.0,2023-07-24,7.0,3.0,30,205.0,July
24/7 - 28/7,Week 30,2023,Martz,commuter,18.0,799.0,2023-07-24,7.0,3.0,30,205.0,July
24/7 - 28/7,Week 30,2023,Greyhound,intercity,62.0,2237.0,2023-07-24,7.0,3.0,30,205.0,July
24/7 - 28/7,Week 30,2023,Academy,commuter,38.0,1168.0,2023-07-24,7.0,3.0,30,205.0,July
24/7 - 28/7,Week 30,2023,Lakeland,commuter,42.0,1359.0,2023-07-24,7.0,3.0,30,205.0,July
31/7 - 4/8,Week 31,2023,Coach USA,commuter,153.0,5123.0,2023-07-31,7.0,3.0,31,212.0,July
31/7 - 4/8,Week 31,2023,Peter Pan/Bonanza,intercity,23.0,745.0,2023-07-31,7.0,3.0,31,212.0,July
31/7 - 4/8,Week 31,2023,TransBridge,commuter,24.0,679.0,2023-07-31,7.0,3.0,31,212.0,July
31/7 - 4/8,Week 31,2023,HCEE - Community,commuter,82.0,1434.0,2023-07-31,7.0,3.0,31,212.0,July
31/7 - 4/8,Week 31,2023,Lakeland,commuter,43.0,1317.0,2023-07-31,7.0,3.0,31,212.0,July
31/7 - 4/8,Week 31,2023,Martz,commuter,19.0,786.0,2023-07-31,7.0,3.0,31,212.0,July
31/7 - 4/8,Week 31,2023,NJ Transit,commuter,2368.0,75725.0,2023-07-31,7.0,3.0,31,212.0,July
31/7 - 4/8,Week 31,2023,Greyhound,intercity,64.0,2318.0,2023-07-31,7.0,3.0,31,212.0,July
31/7 - 4/8,Week 31,2023,Academy,commuter,38.0,1212.0,2023-07-31,7.0,3.0,31,212.0,July
31/7 - 4/8,Week 31,2023,Trailways,intercity,24.0,720.0,2023-07-31,7.0,3.0,31,212.0,July
7/8 - 11/8,Week 32,2023,Academy,commuter,38.0,1164.0,2023-08-07,8.0,3.0,32,219.0,August
7/8 - 11/8,Week 32,2023,Greyhound,intercity,63.0,2319.0,2023-08-07,8.0,3.0,32,219.0,August
7/8 - 11/8,Week 32,2023,Martz,commuter,19.0,776.0,2023-08-07,8.0,3.0,32,219.0,August
7/8 - 11/8,Week 32,2023,NJ Transit,commuter,2372.0,76016.0,2023-08-07,8.0,3.0,32,219.0,August
7/8 - 11/8,Week 32,2023,Lakeland,commuter,42.0,1298.0,2023-08-07,8.0,3.0,32,219.0,August
7/8 - 11/8,Week 32,2023,Trailways,intercity,25.0,756.0,2023-08-07,8.0,3.0,32,219.0,August
7/8 - 11/8,Week 32,2023,Coach USA,commuter,152.0,5007.0,2023-08-07,8.0,3.0,32,219.0,August
7/8 - 11/8,Week 32,2023,TransBridge,commuter,24.0,646.0,2023-08-07,8.0,3.0,32,219.0,August
7/8 - 11/8,Week 32,2023,Peter Pan/Bonanza,intercity,23.0,745.0,2023-08-07,8.0,3.0,32,219.0,August
7/8 - 11/8,Week 32,2023,HCEE - Community,commuter,81.0,1344.0,2023-08-07,8.0,3.0,32,219.0,August
14/8 - 18/8,Week 33,2023,TransBridge,commuter,24.0,676.0,2023-08-14,8.0,3.0,33,226.0,August
14/8 - 18/8,Week 33,2023,HCEE - Community,commuter,81.0,1344.0,2023-08-14,8.0,3.0,33,226.0,August
14/8 - 18/8,Week 33,2023,Coach USA,commuter,151.0,4896.0,2023-08-14,8.0,3.0,33,226.0,August
14/8 - 18/8,Week 33,2023,Trailways,intercity,25.0,774.0,2023-08-14,8.0,3.0,33,226.0,August
14/8 - 18/8,Week 33,2023,Peter Pan/Bonanza,intercity,23.0,745.0,2023-08-14,8.0,3.0,33,226.0,August
14/8 - 18/8,Week 33,2023,NJ Transit,commuter,2357.0,75043.0,2023-08-14,8.0,3.0,33,226.0,August
14/8 - 18/8,Week 33,2023,Martz,commuter,19.0,769.0,2023-08-14,8.0,3.0,33,226.0,August
14/8 - 18/8,Week 33,2023,Greyhound,intercity,62.0,2341.0,2023-08-14,8.0,3.0,33,226.0,August
14/8 - 18/8,Week 33,2023,Lakeland,commuter,42.0,1286.0,2023-08-14,8.0,3.0,33,226.0,August
14/8 - 18/8,Week 33,2023,Academy,commuter,38.0,1169.0,2023-08-14,8.0,3.0,33,226.0,August
21/8 - 25/8,Week 34,2023,HCEE - Community,commuter,77.0,1387.0,2023-08-21,8.0,3.0,34,233.0,August
21/8 - 25/8,Week 34,2023,Peter Pan/Bonanza,intercity,23.0,745.0,2023-08-21,8.0,3.0,34,233.0,August
21/8 - 25/8,Week 34,2023,TransBridge,commuter,24.0,635.0,2023-08-21,8.0,3.0,34,233.0,August
21/8 - 25/8,Week 34,2023,Coach USA,commuter,150.0,4674.0,2023-08-21,8.0,3.0,34,233.0,August
21/8 - 25/8,Week 34,2023,Trailways,intercity,25.0,747.0,2023-08-21,8.0,3.0,34,233.0,August
21/8 - 25/8,Week 34,2023,Lakeland,commuter,42.0,1222.0,2023-08-21,8.0,3.0,34,233.0,August
21/8 - 25/8,Week 34,2023,NJ Transit,commuter,2391.0,73071.0,2023-08-21,8.0,3.0,34,233.0,August
21/8 - 25/8,Week 34,2023,Martz,commuter,19.0,741.0,2023-08-21,8.0,3.0,34,233.0,August
21/8 - 25/8,Week 34,2023,Greyhound,intercity,62.0,2322.0,2023-08-21,8.0,3.0,34,233.0,August
21/8 - 25/8,Week 34,2023,Academy,commuter,38.0,1077.0,2023-08-21,8.0,3.0,34,233.0,August
28/8 - 1/9,Week 35,2023,HCEE - Community,commuter,83.0,1263.0,2023-08-28,8.0,3.0,35,240.0,August
28/8 - 1/9,Week 35,2023,Peter Pan/Bonanza,intercity,23.0,745.0,2023-08-28,8.0,3.0,35,240.0,August
28/8 - 1/9,Week 35,2023,TransBridge,commuter,24.0,627.0,2023-08-28,8.0,3.0,35,240.0,August
28/8 - 1/9,Week 35,2023,Coach USA,commuter,151.0,4527.0,2023-08-28,8.0,3.0,35,240.0,August
28/8 - 1/9,Week 35,2023,Trailways,intercity,24.0,640.0,2023-08-28,8.0,3.0,35,240.0,August
28/8 - 1/9,Week 35,2023,Lakeland,commuter,42.0,1209.0,2023-08-28,8.0,3.0,35,240.0,August
28/8 - 1/9,Week 35,2023,NJ Transit,commuter,2362.0,70560.0,2023-08-28,8.0,3.0,35,240.0,August
28/8 - 1/9,Week 35,2023,Martz,commuter,18.0,735.0,2023-08-28,8.0,3.0,35,240.0,August
28/8 - 1/9,Week 35,2023,Greyhound,intercity,62.0,2112.0,2023-08-28,8.0,3.0,35,240.0,August
28/8 - 1/9,Week 35,2023,Academy,commuter,38.0,1087.0,2023-08-28,8.0,3.0,35,240.0,August
4/9 - 8/9,Week 36,2023,HCEE - Community,commuter,78.0,1235.0,2023-09-04,9.0,3.0,36,247.0,September
4/9 - 8/9,Week 36,2023,Peter Pan/Bonanza,intercity,23.0,745.0,2023-09-04,9.0,3.0,36,247.0,September
4/9 - 8/9,Week 36,2023,TransBridge,commuter,22.0,607.0,2023-09-04,9.0,3.0,36,247.0,September
4/9 - 8/9,Week 36,2023,Coach USA,commuter,150.0,5166.0,2023-09-04,9.0,3.0,36,247.0,September
4/9 - 8/9,Week 36,2023,Trailways,intercity,26.0,708.0,2023-09-04,9.0,3.0,36,247.0,September
4/9 - 8/9,Week 36,2023,NJ Transit,commuter,2385.0,76255.0,2023-09-04,9.0,3.0,36,247.0,September
4/9 - 8/9,Week 36,2023,Martz,commuter,16.0,678.0,2023-09-04,9.0,3.0,36,247.0,September
4/9 - 8/9,Week 36,2023,Greyhound,intercity,60.0,1971.0,2023-09-04,9.0,3.0,36,247.0,September
4/9 - 8/9,Week 36,2023,Academy,commuter,38.0,1318.0,2023-09-04,9.0,3.0,36,247.0,September
4/9 - 8/9,Week 36,2023,Lakeland,commuter,36.0,1135.0,2023-09-04,9.0,3.0,36,247.0,September
11/9 - 15/9,Week 37,2023,Coach USA,commuter,150.0,5166.0,2023-09-11,9.0,3.0,37,254.0,September
