carrier,year,week,date,forecasted_passengers,market_share,date_key,month_name
NJ Transit,2026,2,2026-01-05,84035.35790423103,0.9069741970291797,20260105,January
NJ Transit,2026,3,2026-01-12,84480.03751565846,0.9069741970291797,20260112,January
NJ Transit,2026,4,2026-01-19,84100.2251988423,0.9069741970291797,20260119,January
NJ Transit,2026,5,2026-01-26,84018.59424069004,0.9069741970291797,20260126,January
NJ Transit,2026,6,2026-02-02,84681.44815957367,0.9069741970291797,20260202,February
NJ Transit,2026,7,2026-02-09,83098.31685460157,0.9069741970291797,20260209,February
NJ Transit,2026,8,2026-02-16,85894.79517099286,0.9069741970291797,20260216,February
NJ Transit,2026,9,2026-02-23,87422.47867209544,0.9069741970291797,20260223,February
NJ Transit,2026,10,2026-03-02,88795.25161041354,0.9069741970291797,20260302,March
NJ Transit,2026,11,2026-03-09,88377.85984965156,0.9069741970291797,20260309,March
NJ Transit,2026,12,2026-03-16,88366.80696173092,0.9069741970291797,20260316,March
NJ Transit,2026,13,2026-03-23,88809.6228277377,0.9069741970291797,20260323,March
NJ Transit,2026,14,2026-03-30,89014.03834788846,0.9069741970291797,20260330,March
NJ Transit,2026,15,2026-04-06,89761.0636146135,0.9069741970291797,20260406,April
NJ Transit,2026,16,2026-04-13,88450.4777237027,0.9069741970291797,20260413,April
NJ Transit,2026,17,2026-04-20,89497.01498973448,0.9069741970291797,20260420,April
NJ Transit,2026,18,2026-04-27,81253.13520575051,0.9069741970291797,20260427,April
NJ Transit,2026,19,2026-05-04,75570.9851945076,0.9069741970291797,20260504,May
NJ Transit,2026,20,2026-05-11,89098.07689553953,0.9069741970291797,20260511,May
NJ Transit,2026,21,2026-05-18,90310.41826674838,0.9069741970291797,20260518,May
NJ Transit,2026,22,2026-05-25,82253.41367007873,0.9069741970291797,20260525,May
NJ Transit,2026,23,2026-06-01,79175.31101832309,0.9069741970291797,20260601,June
NJ Transit,2026,24,2026-06-08,81617.25589746366,0.9069741970291797,20260608,June
NJ Transit,2026,25,2026-06-15,86189.08026251617,0.9069741970291797,20260615,June
NJ Transit,2026,26,2026-06-22,83682.66477377307,0.9069741970291797,20260622,June
NJ Transit,2026,27,2026-06-29,84428.00208035464,0.9069741970291797,20260629,June
NJ Transit,2026,28,2026-07-06,86958.45003591872,0.9069741970291797,20260706,July
NJ Transit,2026,29,2026-07-13,88638.62977054725,0.9069741970291797,20260713,July
NJ Transit,2026,30,2026-07-20,89415.82815766199,0.9069741970291797,20260720,July
NJ Transit,2026,31,2026-07-27,88246.07406838365,0.9069741970291797,20260727,July
NJ Transit,2026,32,2026-08-03,88192.31685575211,0.9069741970291797,20260803,August
NJ Transit,2026,33,2026-08-10,88193.62313871706,0.9069741970291797,20260810,August
NJ Transit,2026,34,2026-08-17,88191.48200585532,0.9069741970291797,20260817,August
NJ Transit,2026,35,2026-08-24,89421.295532206,0.9069741970291797,20260824,August
NJ Transit,2026,36,2026-08-31,88936.33263146755,0.9069741970291797,20260831,August
NJ Transit,2026,37,2026-09-07,89756.69128739611,0.9069741970291797,20260907,September
NJ Transit,2026,38,2026-09-14,86661.8414088888,0.9069741970291797,20260914,September
NJ Transit,2026,39,2026-09-21,89021.17859714967,0.9069741970291797,20260921,September
NJ Transit,2026,40,2026-09-28,89988.16332022069,0.9069741970291797,20260928,September
NJ Transit,2026,41,2026-10-05,88967.07254450565,0.9069741970291797,20261005,October
NJ Transit,2026,42,2026-10-12,89906.65826884171,0.9069741970291797,20261012,October
NJ Transit,2026,43,2026-10-19,90304.31100246738,0.9069741970291797,20261019,October
NJ Transit,2026,44,2026-10-26,90487.9127237785,0.9069741970291797,20261026,October
NJ Transit,2026,45,2026-11-02,91519.82914607604,0.9069741970291797,20261102,November
NJ Transit,2026,46,2026-11-09,89339.23733781332,0.9069741970291797,20261109,November
NJ Transit,2026,47,2026-11-16,65357.19415434982,0.9069741970291797,20261116,November
NJ Transit,2026,48,2026-11-23,61408.63885746845,0.9069741970291797,20261123,November
NJ Transit,2026,49,2026-11-30,67772.08161987855,0.9069741970291797,20261130,November
NJ Transit,2026,50,2026-12-07,71613.79895659622,0.9069741970291797,20261207,December
NJ Transit,2026,51,2026-12-14,57339.1391886158,0.9069741970291797,20261214,December
NJ Transit,2026,52,2026-12-21,52185.18742138253,0.9069741970291797,20261221,December
NJ Transit,2026,53,2026-12-28,53654.27294498683,0.9069741970291797,20261228,December
NJ Transit,2027,1,2027-01-04,87160.89656238703,0.9788956304134828,20270104,January
NJ Transit,2027,2,2027-01-11,87078.70706744233,0.9788956304134828,20270111,January
NJ Transit,2027,3,2027-01-18,87112.49347938142,0.9788956304134828,20270118,January
NJ Transit,2027,4,2027-01-25,86851.69975041797,0.9788956304134828,20270125,January
NJ Transit,2027,5,2027-02-01,89685.27829482997,0.9788956304134828,20270201,February
NJ Transit,2027,6,2027-02-08,89610.62690722682,0.9788956304134828,20270208,February
NJ Transit,2027,7,2027-02-15,90964.93253219198,0.9788956304134828,20270215,February
NJ Transit,2027,8,2027-02-22,91279.99389635284,0.9788956304134828,20270222,February
NJ Transit,2027,9,2027-03-01,92772.6282533674,0.9788956304134828,20270301,March
NJ Transit,2027,10,2027-03-08,91094.32983777064,0.9788956304134828,20270308,March
NJ Transit,2027,11,2027-03-15,92861.5410549704,0.9788956304134828,20270315,March
NJ Transit,2027,12,2027-03-22,92501.75673350165,0.9788956304134828,20270322,March
NJ Transit,2027,13,2027-03-29,92630.00687982448,0.9788956304134828,20270329,March
NJ Transit,2027,14,2027-04-05,93616.41894601882,0.9788956304134828,20270405,April
NJ Transit,2027,15,2027-04-12,90911.45434269801,0.9788956304134828,20270412,April
NJ Transit,2027,16,2027-04-19,92176.88779010015,0.9788956304134828,20270419,April
NJ Transit,2027,17,2027-04-26,57484.39620182611,0.9788956304134828,20270426,April
NJ Transit,2027,18,2027-05-03,55253.86248493717,0.9788956304134828,20270503,May
NJ Transit,2027,19,2027-05-10,93122.21614361083,0.9788956304134828,20270510,May
NJ Transit,2027,20,2027-05-17,92305.79381844394,0.9788956304134828,20270517,May
NJ Transit,2027,21,2027-05-24,57628.142019023835,0.9788956304134828,20270524,May
NJ Transit,2027,22,2027-05-31,56271.25471147923,0.9788956304134828,20270531,May
NJ Transit,2027,23,2027-06-07,88858.26098638083,0.9788956304134828,20270607,June
NJ Transit,2027,24,2027-06-14,90009.1035998631,0.9788956304134828,20270614,June
NJ Transit,2027,25,2027-06-21,86780.68855480393,0.9788956304134828,20270621,June
NJ Transit,2027,26,2027-06-28,87391.82088243788,0.9788956304134828,20270628,June
NJ Transit,2027,27,2027-07-05,87836.42931589333,0.9788956304134828,20270705,July
NJ Transit,2027,28,2027-07-12,88628.04007403563,0.9788956304134828,20270712,July
NJ Transit,2027,29,2027-07-19,91240.0052674342,0.9788956304134828,20270719,July
NJ Transit,2027,30,2027-07-26,92147.56516354134,0.9788956304134828,20270726,July
NJ Transit,2027,31,2027-08-02,91422.08601995249,0.9788956304134828,20270802,August
NJ Transit,2027,32,2027-08-09,92490.70392029513,0.9788956304134828,20270809,August
NJ Transit,2027,33,2027-08-16,92285.23283733889,0.9788956304134828,20270816,August
NJ Transit,2027,34,2027-08-23,92288.95810024616,0.9788956304134828,20270823,August
NJ Transit,2027,35,2027-08-30,92611.27663939862,0.9788956304134828,20270830,August
NJ Transit,2027,36,2027-09-06,93114.79930830418,0.9788956304134828,20270906,September
NJ Transit,2027,37,2027-09-13,91677.41579210147,0.9788956304134828,20270913,September
NJ Transit,2027,38,2027-09-20,94124.4338464281,0.9788956304134828,20270920,September
NJ Transit,2027,39,2027-09-27,93977.84123532448,0.9788956304134828,20270927,September
NJ Transit,2027,40,2027-10-04,93076.13493236172,0.9788956304134828,20271004,October
NJ Transit,2027,41,2027-10-11,93553.23118636316,0.9788956304134828,20271011,October
NJ Transit,2027,42,2027-10-18,93504.32837219667,0.9788956304134828,20271018,October
NJ Transit,2027,43,2027-10-25,94326.54859093638,0.9788956304134828,20271025,October
NJ Transit,2027,44,2027-11-01,93946.68835292319,0.9788956304134828,20271101,November
NJ Transit,2027,45,2027-11-08,93861.335101187,0.9788956304134828,20271108,November
NJ Transit,2027,46,2027-11-15,93794.10591365032,0.9788956304134828,20271115,November
NJ Transit,2027,47,2027-11-22,66594.42473348367,0.9788956304134828,20271122,November
NJ Transit,2027,48,2027-11-29,59581.81591622402,0.9788956304134828,20271129,November
NJ Transit,2027,49,2027-12-06,78315.31967328026,0.9788956304134828,20271206,December
NJ Transit,2027,50,2027-12-13,79194.3687075113,0.9788956304134828,20271213,December
NJ Transit,2027,51,2027-12-20,61208.08446826252,0.9788956304134828,20271220,December
NJ Transit,2027,52,2027-12-27,54669.26447550048,0.9788956304134828,20271227,December
NJ Transit,2028,1,2028-01-03,90392.45567500278,1.0565203049671554,20280103,January
NJ Transit,2028,2,2028-01-10,91350.47524303905,1.0565203049671554,20280110,January
NJ Transit,2028,3,2028-01-17,91393.99470149251,1.0565203049671554,20280117,January
NJ Transit,2028,4,2028-01-24,90749.47701591521,1.0565203049671554,20280124,January
NJ Transit,2028,5,2028-01-31,91089.02760525851,1.0565203049671554,20280131,January
NJ Transit,2028,6,2028-02-07,91026.33361007253,1.0565203049671554,20280207,February
NJ Transit,2028,7,2028-02-14,92976.85430965356,1.0565203049671554,20280214,February
NJ Transit,2028,8,2028-02-21,94098.4590847297,1.0565203049671554,20280221,February
NJ Transit,2028,9,2028-02-28,95691.75992040768,1.0565203049671554,20280228,February
NJ Transit,2028,10,2028-03-06,94887.10213633084,1.0565203049671554,20280306,March
NJ Transit,2028,11,2028-03-13,95567.52116118159,1.0565203049671554,20280313,March
NJ Transit,2028,12,2028-03-20,95990.59309432795,1.0565203049671554,20280320,March
NJ Transit,2028,13,2028-03-27,96014.38744067741,1.0565203049671554,20280327,March
NJ Transit,2028,14,2028-04-03,96909.46268485406,1.0565203049671554,20280403,April
NJ Transit,2028,15,2028-04-10,95510.87098162873,1.0565203049671554,20280410,April
NJ Transit,2028,16,2028-04-17,95969.22162971552,1.0565203049671554,20280417,April
NJ Transit,2028,17,2028-04-24,83078.60955875268,1.0565203049671554,20280424,April
NJ Transit,2028,18,2028-05-01,78147.93210249467,1.0565203049671554,20280501,May
NJ Transit,2028,19,2028-05-08,96282.56732180456,1.0565203049671554,20280508,May
NJ Transit,2028,20,2028-05-15,97125.11631847941,1.0565203049671554,20280515,May
NJ Transit,2028,21,2028-05-22,83621.93594754122,1.0565203049671554,20280522,May
NJ Transit,2028,22,2028-05-29,81358.41447145463,1.0565203049671554,20280529,May
NJ Transit,2028,23,2028-06-05,89408.8252735146,1.0565203049671554,20280605,June
NJ Transit,2028,24,2028-06-12,94278.14579308809,1.0565203049671554,20280612,June
NJ Transit,2028,25,2028-06-19,91010.51866460255,1.0565203049671554,20280619,June
NJ Transit,2028,26,2028-06-26,91608.48436767471,1.0565203049671554,20280626,June
NJ Transit,2028,27,2028-07-03,91042.90907111889,1.0565203049671554,20280703,July
NJ Transit,2028,28,2028-07-10,94039.76642199962,1.0565203049671554,20280710,July
NJ Transit,2028,29,2028-07-17,95999.01908118068,1.0565203049671554,20280717,July
NJ Transit,2028,30,2028-07-24,96093.23468638302,1.0565203049671554,20280724,July
NJ Transit,2028,31,2028-07-31,95221.56898521545,1.0565203049671554,20280731,July
NJ Transit,2028,32,2028-08-07,95424.20619423257,1.0565203049671554,20280807,August
NJ Transit,2028,33,2028-08-14,95345.26846763057,1.0565203049671554,20280814,August
NJ Transit,2028,34,2028-08-21,96423.0944358186,1.0565203049671554,20280821,August
NJ Transit,2028,35,2028-08-28,96134.42379429573,1.0565203049671554,20280828,August
NJ Transit,2028,36,2028-09-04,96772.55109370386,1.0565203049671554,20280904,September
NJ Transit,2028,37,2028-09-11,94073.90947405035,1.0565203049671554,20280911,September
NJ Transit,2028,38,2028-09-18,96331.4900867349,1.0565203049671554,20280918,September
NJ Transit,2028,39,2028-09-25,97375.16956071803,1.0565203049671554,20280925,September
NJ Transit,2028,40,2028-10-02,96088.28549929755,1.0565203049671554,20281002,October
NJ Transit,2028,41,2028-10-09,97066.5290853737,1.0565203049671554,20281009,October
NJ Transit,2028,42,2028-10-16,97358.95705932575,1.0565203049671554,20281016,October
NJ Transit,2028,43,2028-10-23,97639.04964364377,1.0565203049671554,20281023,October
NJ Transit,2028,44,2028-10-30,98952.12424985737,1.0565203049671554,20281030,October
NJ Transit,2028,45,2028-11-06,96680.421627727,1.0565203049671554,20281106,November
NJ Transit,2028,46,2028-11-13,98131.83950864994,1.0565203049671554,20281113,November
NJ Transit,2028,47,2028-11-20,70548.9385710342,1.0565203049671554,20281120,November
NJ Transit,2028,48,2028-11-27,67291.86424926345,1.0565203049671554,20281127,November
NJ Transit,2028,49,2028-12-04,80029.83210594732,1.0565203049671554,20281204,December
NJ Transit,2028,50,2028-12-11,82431.40586307958,1.0565203049671554,20281211,December
NJ Transit,2028,51,2028-12-18,64035.13166382294,1.0565203049671554,20281218,December
NJ Transit,2028,52,2028-12-25,58512.622945075935,1.0565203049671554,20281225,December
NJ Transit,2029,1,2029-01-01,94010.70200517107,1.1403004775252663,20290101,January
NJ Transit,2029,2,2029-01-08,94121.28625782413,1.1403004775252663,20290108,January
NJ Transit,2029,3,2029-01-15,94157.20280420504,1.1403004775252663,20290115,January
NJ Transit,2029,4,2029-01-22,93822.54689922994,1.1403004775252663,20290122,January
NJ Transit,2029,5,2029-01-29,95830.6711924498,1.1403004775252663,20290129,January
NJ Transit,2029,6,2029-02-05,96145.69794769747,1.1403004775252663,20290205,February
NJ Transit,2029,7,2029-02-12,97623.73215338441,1.1403004775252663,20290212,February
NJ Transit,2029,8,2029-02-19,98091.84161123876,1.1403004775252663,20290219,February
NJ Transit,2029,9,2029-02-26,99458.76638492303,1.1403004775252663,20290226,February
NJ Transit,2029,10,2029-03-05,98085.71168285003,1.1403004775252663,20290305,March
NJ Transit,2029,11,2029-03-12,99667.39699542515,1.1403004775252663,20290312,March
NJ Transit,2029,12,2029-03-19,99449.87923361945,1.1403004775252663,20290319,March
NJ Transit,2029,13,2029-03-26,99559.90481275471,1.1403004775252663,20290326,March
NJ Transit,2029,14,2029-04-02,100538.6389136852,1.1403004775252663,20290402,April
NJ Transit,2029,15,2029-04-09,98051.19991116042,1.1403004775252663,20290409,April
NJ Transit,2029,16,2029-04-16,99178.41310835193,1.1403004775252663,20290416,April
NJ Transit,2029,17,2029-04-23,68214.88255945762,1.1403004775252663,20290423,April
NJ Transit,2029,18,2029-04-30,65461.3889175964,1.1403004775252663,20290430,April
NJ Transit,2029,19,2029-05-07,100015.07833615126,1.1403004775252663,20290507,May
NJ Transit,2029,20,2029-05-14,99499.62684003284,1.1403004775252663,20290514,May
NJ Transit,2029,21,2029-05-21,68434.33541825351,1.1403004775252663,20290521,May
NJ Transit,2029,22,2029-05-28,66895.93595700723,1.1403004775252663,20290528,May
NJ Transit,2029,23,2029-06-04,95225.25004793126,1.1403004775252663,20290604,June
NJ Transit,2029,24,2029-06-11,97078.8539693481,1.1403004775252663,20290611,June
NJ Transit,2029,25,2029-06-18,93812.64952930043,1.1403004775252663,20290618,June
NJ Transit,2029,26,2029-06-25,94427.10427630704,1.1403004775252663,20290625,June
NJ Transit,2029,27,2029-07-02,94687.94887442516,1.1403004775252663,20290702,July
NJ Transit,2029,28,2029-07-09,95897.36334767423,1.1403004775252663,20290709,July
NJ Transit,2029,29,2029-07-16,98412.55008251261,1.1403004775252663,20290716,July
NJ Transit,2029,30,2029-07-23,99177.34444883735,1.1403004775252663,20290723,July
NJ Transit,2029,31,2029-07-30,98405.58560525397,1.1403004775252663,20290730,July
NJ Transit,2029,32,2029-08-06,99335.3918911365,1.1403004775252663,20290806,August
NJ Transit,2029,33,2029-08-13,99151.52393834549,1.1403004775252663,20290813,August
NJ Transit,2029,34,2029-08-20,99355.14060139177,1.1403004775252663,20290820,August
NJ Transit,2029,35,2029-08-27,99566.81774005483,1.1403004775252663,20290827,August
NJ Transit,2029,36,2029-09-03,100100.1419885848,1.1403004775252663,20290903,September
NJ Transit,2029,37,2029-09-10,98414.50169702532,1.1403004775252663,20290910,September
NJ Transit,2029,38,2029-09-17,100849.38418327995,1.1403004775252663,20290917,September
NJ Transit,2029,39,2029-09-24,100922.87900311819,1.1403004775252663,20290924,September
NJ Transit,2029,40,2029-10-01,99940.98642263915,1.1403004775252663,20291001,October
NJ Transit,2029,41,2029-10-08,100515.8366704407,1.1403004775252663,20291008,October
NJ Transit,2029,42,2029-10-15,100529.98283396552,1.1403004775252663,20291015,October
NJ Transit,2029,43,2029-10-22,101259.09631922889,1.1403004775252663,20291022,October
NJ Transit,2029,44,2029-10-29,101419.41195705578,1.1403004775252663,20291029,October
NJ Transit,2029,45,2029-11-05,100697.67990257003,1.1403004775252663,20291105,November
NJ Transit,2029,46,2029-11-12,100912.38796740027,1.1403004775252663,20291112,November
NJ Transit,2029,47,2029-11-19,73384.49325223622,1.1403004775252663,20291119,November
NJ Transit,2029,48,2029-11-26,67004.43476776381,1.1403004775252663,20291126,November
NJ Transit,2029,49,2029-12-03,84799.3017495179,1.1403004775252663,20291203,December
NJ Transit,2029,50,2029-12-10,85969.94740225558,1.1403004775252663,20291210,December
NJ Transit,2029,51,2029-12-17,67737.49159791398,1.1403004775252663,20291217,December
NJ Transit,2029,52,2029-12-24,61326.01408459577,1.1403004775252663,20291224,December
NJ Transit,2029,1,2029-12-31,97286.24982290999,1.1403004775252663,20291231,December
NJ Transit,2030,2,2030-01-07,97999.67493020656,1.230724268081883,20300107,January
NJ Transit,2030,3,2030-01-14,98042.1092281585,1.230724268081883,20300114,January
NJ Transit,2030,4,2030-01-21,97450.33151531627,1.230724268081883,20300121,January
NJ Transit,2030,5,2030-01-28,98102.60960129295,1.230724268081883,20300128,January
NJ Transit,2030,6,2030-02-04,98109.6565548633,1.230724268081883,20300204,February
NJ Transit,2030,7,2030-02-11,99987.05433018242,1.230724268081883,20300211,February
NJ Transit,2030,8,2030-02-18,100995.6390140251,1.230724268081883,20300218,February
NJ Transit,2030,9,2030-02-25,102558.87247001035,1.230724268081883,20300225,February
NJ Transit,2030,10,2030-03-04,101642.48973147286,1.230724268081883,20300304,March
NJ Transit,2030,11,2030-03-11,102495.57330430901,1.230724268081883,20300311,March
NJ Transit,2030,12,2030-03-18,102802.75735367752,1.230724268081883,20300318,March
NJ Transit,2030,13,2030-03-25,102842.76043138471,1.230724268081883,20300325,March
NJ Transit,2030,14,2030-04-01,103760.13550665897,1.230724268081883,20300401,April
NJ Transit,2030,15,2030-04-08,102148.59537995054,1.230724268081883,20300408,April
NJ Transit,2030,16,2030-04-15,102734.73522712865,1.230724268081883,20300415,April
NJ Transit,2030,17,2030-04-22,86387.39711515488,1.230724268081883,20300422,April
NJ Transit,2030,18,2030-04-29,81824.6800180298,1.230724268081883,20300429,April
NJ Transit,2030,19,2030-05-06,103147.72215318846,1.230724268081883,20300506,May
NJ Transit,2030,20,2030-05-13,103744.1881782808,1.230724268081883,20300513,May
NJ Transit,2030,21,2030-05-20,86874.61595821791,1.230724268081883,20300520,May
NJ Transit,2030,22,2030-05-27,84728.8192873956,1.230724268081883,20300527,May
NJ Transit,2030,23,2030-06-03,96609.52752269014,1.230724268081883,20300603,June
NJ Transit,2030,24,2030-06-10,100954.97700926958,1.230724268081883,20300610,June
NJ Transit,2030,25,2030-06-17,97662.9771268125,1.230724268081883,20300617,June
NJ Transit,2030,26,2030-06-24,98268.51647497756,1.230724268081883,20300624,June
NJ Transit,2030,27,2030-07-01,97852.29816879034,1.230724268081883,20300701,July
NJ Transit,2030,28,2030-07-08,100539.4875106291,1.230724268081883,20300708,July
NJ Transit,2030,29,2030-07-15,102616.85383499677,1.230724268081883,20300715,July
NJ Transit,2030,30,2030-07-22,102836.4321611694,1.230724268081883,20300722,July
NJ Transit,2030,31,2030-07-29,101976.76574353855,1.230724268081883,20300729,July
NJ Transit,2030,32,2030-08-05,102316.10259400992,1.230724268081883,20300805,August
NJ Transit,2030,33,2030-08-12,102217.06445347566,1.230724268081883,20300812,August
NJ Transit,2030,34,2030-08-19,103140.51222808791,1.230724268081883,20300819,August
NJ Transit,2030,35,2030-08-26,102942.6735780885,1.230724268081883,20300826,August
NJ Transit,2030,36,2030-09-02,103566.13062183435,1.230724268081883,20300902,September
NJ Transit,2030,37,2030-09-09,101035.44632247543,1.230724268081883,20300909,September
NJ Transit,2030,38,2030-09-16,103343.0068539035,1.230724268081883,20300916,September
NJ Transit,2030,39,2030-09-23,104214.21003843483,1.230724268081883,20300923,September
NJ Transit,2030,40,2030-09-30,102928.10225690261,1.230724268081883,20300930,September
NJ Transit,2030,41,2030-10-07,103884.95078282332,1.230724268081883,20301007,October
NJ Transit,2030,42,2030-10-14,104127.85443099828,1.230724268081883,20301014,October
NJ Transit,2030,43,2030-10-21,104493.52632428816,1.230724268081883,20301021,October
NJ Transit,2030,44,2030-10-28,105602.21750055594,1.230724268081883,20301028,October
NJ Transit,2030,45,2030-11-04,103601.50721437055,1.230724268081883,20301104,November
NJ Transit,2030,46,2030-11-11,104833.97931278098,1.230724268081883,20301111,November
NJ Transit,2030,47,2030-11-18,77053.33414375926,1.230724268081883,20301118,November
NJ Transit,2030,48,2030-11-25,73191.1777757634,1.230724268081883,20301125,November
NJ Transit,2030,49,2030-12-02,86965.20263976569,1.230724268081883,20301202,December
NJ Transit,2030,50,2030-12-09,89156.06933700395,1.230724268081883,20301209,December
NJ Transit,2030,51,2030-12-16,70651.54296644947,1.230724268081883,20301216,December
NJ Transit,2030,52,2030-12-23,64922.14732515453,1.230724268081883,20301223,December
Coach USA,2026,2,2026-01-05,5693.11271929761,0.0614444498834173,20260105,January
Coach USA,2026,3,2026-01-12,5723.23826662633,0.0614444498834173,20260112,January
Coach USA,2026,4,2026-01-19,5697.507260229282,0.0614444498834173,20260119,January
Coach USA,2026,5,2026-01-26,5691.977037502383,0.0614444498834173,20260126,January
Coach USA,2026,6,2026-02-02,5736.883160005405,0.0614444498834173,20260202,February
Coach USA,2026,7,2026-02-09,5629.631341325387,0.0614444498834173,20260209,February
Coach USA,2026,8,2026-02-16,5819.083337120192,0.0614444498834173,20260216,February
Coach USA,2026,9,2026-02-23,5922.5787536697335,0.0614444498834173,20260223,February
Coach USA,2026,10,2026-03-02,6015.579500864182,0.0614444498834173,20260302,March
Coach USA,2026,11,2026-03-09,5987.302613594514,0.0614444498834173,20260309,March
Coach USA,2026,12,2026-03-16,5986.553817630825,0.0614444498834173,20260316,March
Coach USA,2026,13,2026-03-23,6016.5531024787915,0.0614444498834173,20260323,March
Coach USA,2026,14,2026-03-30,6030.401566111426,0.0614444498834173,20260330,March
Coach USA,2026,15,2026-04-06,6081.010014194382,0.0614444498834173,20260406,April
Coach USA,2026,16,2026-04-13,5992.222230202562,0.0614444498834173,20260413,April
Coach USA,2026,17,2026-04-20,6063.12160838162,0.0614444498834173,20260420,April
Coach USA,2026,18,2026-04-27,5504.626493646151,0.0614444498834173,20260427,April
Coach USA,2026,19,2026-05-04,5119.679950801293,0.0614444498834173,20260504,May
Coach USA,2026,20,2026-05-11,6036.09489492534,0.0614444498834173,20260511,May
Coach USA,2026,21,2026-05-18,6118.226943299852,0.0614444498834173,20260518,May
Coach USA,2026,22,2026-05-25,5572.391993670515,0.0614444498834173,20260525,May
Coach USA,2026,23,2026-06-01,5363.860896819774,0.0614444498834173,20260601,June
Coach USA,2026,24,2026-06-08,5529.29444524474,0.0614444498834173,20260608,June
Coach USA,2026,25,2026-06-15,5839.020161802492,0.0614444498834173,20260615,June
Coach USA,2026,26,2026-06-22,5669.218946520354,0.0614444498834173,20260622,June
Coach USA,2026,27,2026-06-29,5719.713040983572,0.0614444498834173,20260629,June
Coach USA,2026,28,2026-07-06,5891.142375023657,0.0614444498834173,20260706,July
Coach USA,2026,29,2026-07-13,6004.968898245237,0.0614444498834173,20260713,July
Coach USA,2026,30,2026-07-20,6057.621473702142,0.0614444498834173,20260720,July
Coach USA,2026,31,2026-07-27,5978.374570372352,0.0614444498834173,20260727,July
Coach USA,2026,32,2026-08-03,5974.732700109415,0.0614444498834173,20260803,August
Coach USA,2026,33,2026-08-10,5974.821196384652,0.0614444498834173,20260810,August
Coach USA,2026,34,2026-08-17,5974.676141838174,0.0614444498834173,20260817,August
Coach USA,2026,35,2026-08-24,6057.9918699298,0.0614444498834173,20260824,August
Coach USA,2026,36,2026-08-31,6025.137265303399,0.0614444498834173,20260831,August
Coach USA,2026,37,2026-09-07,6080.713803738273,0.0614444498834173,20260907,September
Coach USA,2026,38,2026-09-14,5871.048138629471,0.0614444498834173,20260914,September
Coach USA,2026,39,2026-09-21,6030.885293971957,0.0614444498834173,20260921,September
Coach USA,2026,40,2026-09-28,6096.395255059478,0.0614444498834173,20260928,September
Coach USA,2026,41,2026-10-05,6027.219790972021,0.0614444498834173,20261005,October
Coach USA,2026,42,2026-10-12,6090.873562092792,0.0614444498834173,20261012,October
Coach USA,2026,43,2026-10-19,6117.813196695739,0.0614444498834173,20261019,October
Coach USA,2026,44,2026-10-26,6130.251595495355,0.0614444498834173,20261026,October
Coach USA,2026,45,2026-11-02,6200.160460710509,0.0614444498834173,20261102,November
Coach USA,2026,46,2026-11-09,6052.4327033852605,0.0614444498834173,20261109,November
Coach USA,2026,47,2026-11-16,4427.729977205207,0.0614444498834173,20261116,November
Coach USA,2026,48,2026-11-23,4160.228642717603,0.0614444498834173,20261123,November
Coach USA,2026,49,2026-11-30,4591.330476906082,0.0614444498834173,20261130,November
Coach USA,2026,50,2026-12-07,4851.593899101995,0.0614444498834173,20261207,December
Coach USA,2026,51,2026-12-14,3884.533734006375,0.0614444498834173,20261214,December
Coach USA,2026,52,2026-12-21,3535.370844807746,0.0614444498834173,20261221,December
Coach USA,2026,53,2026-12-28,3634.8964455637883,0.0614444498834173,20261228,December
Coach USA,2027,1,2027-01-04,5953.564692131837,0.06686391136810309,20270104,January
Coach USA,2027,2,2027-01-11,5947.95070128886,0.06686391136810309,20270111,January
Coach USA,2027,3,2027-01-18,5950.25849752694,0.06686391136810309,20270118,January
Coach USA,2027,4,2027-01-25,5932.444863226209,0.06686391136810309,20270125,January
Coach USA,2027,5,2027-02-01,6125.993734792929,0.06686391136810309,20270201,February
Coach USA,2027,6,2027-02-08,6120.894637801257,0.06686391136810309,20270208,February
Coach USA,2027,7,2027-02-15,6213.4010996339075,0.06686391136810309,20270215,February
Coach USA,2027,8,2027-02-22,6234.921509444979,0.06686391136810309,20270222,February
Coach USA,2027,9,2027-03-01,6336.876578250681,0.06686391136810309,20270301,March
Coach USA,2027,10,2027-03-08,6222.2396414586665,0.06686391136810309,20270308,March
Coach USA,2027,11,2027-03-15,6342.949807613612,0.06686391136810309,20270315,March
Coach USA,2027,12,2027-03-22,6318.374575857641,0.06686391136810309,20270322,March
Coach USA,2027,13,2027-03-29,6327.134760447549,0.06686391136810309,20270329,March
Coach USA,2027,14,2027-04-05,6394.512085381143,0.06686391136810309,20270405,April
Coach USA,2027,15,2027-04-12,6209.748247571486,0.06686391136810309,20270412,April
Coach USA,2027,16,2027-04-19,6296.184254884739,0.06686391136810309,20270419,April
Coach USA,2027,17,2027-04-26,3926.4978341606075,0.06686391136810309,20270426,April
Coach USA,2027,18,2027-05-03,3774.1402138833264,0.06686391136810309,20270503,May
Coach USA,2027,19,2027-05-10,6360.755338133107,0.06686391136810309,20270510,May
Coach USA,2027,20,2027-05-17,6304.9892397944695,0.06686391136810309,20270517,May
Coach USA,2027,21,2027-05-24,3936.316457599129,0.06686391136810309,20270524,May
Coach USA,2027,22,2027-05-31,3843.6336527633944,0.06686391136810309,20270531,May
Coach USA,2027,23,2027-06-07,6069.503941301184,0.06686391136810309,20270607,June
